Rk,Season,Conf,W,L,WLPercent,W2,L2,WL2Percent,SRS,SOS,PTS_z,PTS2,AP_Pre,AP_High,AP_Final,NCAA_Tour,Seed,Coaching,Team_z,schoolid,yearid,id,Team,G,MP,FG,FGA,FG_Percent,TwoP,TwoPA,TwoP_Percent,ThreeP,ThreePA,ThreeP_Percent,FT,FTA,FT_Percent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PTSperG,Team_ID,Dates
4	2016	Big 12	31	5	1	16	2	1	24	12	83	72	3	1	3	Lost Regional Final	1	Bill Self (31-5)	kansas	1242	2016	1000948	kansas	38	7700	1092	2207	0	788	1479	1	304	728	0	601	843	1	402	1041	1443	604	253	158	478	719	3089	81	1242	2016
4	2016	OVC	11	19	0	7	9	0	-11	-2	78	84	NULL	NULL	NULL	NULL	NULL	Dave Loos (11-19)	austin-peay	1122	2016	1000949	austin-peay	36	7300	945	2049	0	722	1404	1	223	645	0	627	936	1	422	904	1326	479	250	101	502	633	2740	76	1122	2016
4	2016	SEC	32	6	1	16	2	1	24	10	85	72	2	1	5	Lost Regional Final	2	John Calipari (32-6)	kentucky	1246	2016	1000950	kentucky	36	7275	1028	2149	0	784	1483	1	244	666	0	561	813	1	462	933	1395	512	206	207	389	735	2861	80	1246	2016
4	2016	AEC	18	14	1	12	4	1	-5	-5	69	69	NULL	NULL	NULL	NULL	NULL	Jeff Boals (18-14)	stony-brook	1392	2016	1000951	stony-brook	33	6625	933	1992	0	713	1394	1	220	598	0	429	637	1	426	886	1312	541	204	150	379	523	2515	76	1392	2016
4	2016	ACC	21	12	1	10	8	1	14	10	69	64	NULL	25	NULL	Lost First Round	8	Jim Larranaga (21-12)	miami-fl	1274	2016	1000952	miami-fl	35	7025	907	1895	0	666	1252	1	241	643	0	578	772	1	330	877	1207	438	215	127	383	581	2633	75	1274	2016
4	2016	MAC	17	15	1	11	7	1	1	-1	78	74	NULL	NULL	NULL	NULL	NULL	Nate Oats (17-15)	buffalo	1138	2016	1000953	buffalo	35	7050	915	2096	0	652	1320	0	263	776	0	616	867	1	425	938	1363	441	240	124	475	748	2709	77	1138	2016
4	2016	ACC	33	7	1	14	4	1	25	12	84	71	6	3	6	Won National Final	1	Roy Williams (33-7)	north-carolina	1314	2016	1000954	north-carolina	40	8000	1235	2560	0	1011	1875	1	224	685	0	617	826	1	568	1056	1624	708	269	177	431	718	3311	83	1314	2016
4	2016	A-Sun	26	8	1	12	2	1	2	-3	79	69	NULL	NULL	NULL	Lost First Round	14	Joe Dooley (26-8)	florida-gulf-coast	1195	2016	1000955	florida-gulf-coast	35	7175	1008	2106	0	822	1579	1	186	527	0	501	778	1	417	1005	1422	483	230	141	438	674	2703	77	1195	2016
4	2016	Big East	20	13	1	10	8	1	11	8	70	67	NULL	NULL	NULL	Lost First Four	11	Ed Cooley (20-13)	providence	1344	2016	1000956	providence	35	7075	881	2093	0	632	1317	0	249	776	0	566	781	1	402	861	1263	550	229	123	397	591	2577	74	1344	2016
4	2016	Pac-12	26	10	1	10	8	1	11	6	78	73	NULL	22	NULL	Lost Second Round	11	Andy Enfield (26-10)	southern-california	1425	2016	1000957	southern-california	34	6900	982	2138	0	716	1450	0	266	688	0	507	750	1	401	936	1337	504	215	181	415	590	2737	81	1425	2016
4	2016	Pac-12	20	12	1	11	7	1	12	4	79	68	NULL	NULL	NULL	NULL	NULL	Larry Krystkowiak (20-12)	utah	1428	2016	1000958	utah	36	7300	977	2000	0	704	1254	1	273	746	0	551	764	1	347	988	1335	557	199	149	451	549	2778	77	1428	2016
4	2016	MWC	20	13	1	11	7	1	4	2	74	70	NULL	NULL	NULL	NULL	NULL	Rodney Terry (20-13)	fresno-state	1201	2016	1000959	fresno-state	35	7100	926	2126	0	707	1488	0	219	638	0	559	805	1	409	884	1293	466	295	138	378	764	2630	75	1201	2016
4	2016	ACC	23	11	1	11	7	1	21	11	66	56	8	6	24	Lost Second Round	5	Tony Bennett (23-11)	virginia	1438	2016	1000960	virginia	37	7425	964	1964	0	740	1407	1	224	557	0	474	630	1	323	866	1189	551	199	119	345	596	2626	71	1438	2016
4	2016	MEAC	14	17	0	11	5	1	-13	-10	69	72	NULL	NULL	NULL	NULL	NULL	Edward Joyner (14-17)	hampton	1214	2016	1000961	hampton	32	6525	810	1967	0	604	1289	0	206	678	0	537	815	1	447	875	1322	381	169	117	440	649	2363	74	1214	2016
4	2016	MVC	31	5	1	17	1	1	21	3	81	62	NULL	19	19	Lost Second Round	10	Gregg Marshall (31-5)	wichita-state	1455	2016	1000962	wichita-state	35	7050	867	2023	0	617	1252	0	250	771	0	551	768	1	408	897	1305	489	255	125	346	705	2535	72	1455	2016
4	2016	Pac-12	32	5	1	16	2	1	18	8	77	66	10	4	4	Lost Regional Semifinal	2	Sean Miller (32-5)	arizona	1112	2016	1000963	arizona	34	6950	946	1970	0	725	1390	1	221	580	0	622	863	1	394	974	1368	485	164	161	442	621	2735	80	1112	2016
4	2016	Ivy	18	11	1	9	5	1	0	-2	74	70	NULL	NULL	NULL	NULL	NULL	James Jones (18-11)	yale	1463	2016	1000964	yale	30	6025	795	1693	0	605	1170	1	190	523	0	468	699	1	407	801	1208	452	170	137	398	530	2248	75	1463	2016
4	2016	Big 12	27	8	1	12	6	1	20	12	73	64	NULL	1	12	Lost Regional Semifinal	3	Scott Drew (27-8)	baylor	1124	2016	1000965	baylor	34	6875	933	2003	0	723	1431	1	210	572	0	545	752	1	467	800	1267	603	269	135	432	660	2621	77	1124	2016
4	2016	Big West	14	16	0	8	8	1	-6	-5	68	68	NULL	NULL	NULL	NULL	NULL	Eran Ganot (14-16)	hawaii	1218	2016	1000966	hawaii	34	6825	893	1946	0	656	1209	1	237	737	0	597	873	1	362	908	1270	525	257	124	443	695	2620	77	1218	2016
4	2016	Pac-12	21	13	1	10	8	1	11	6	68	63	NULL	25	NULL	NULL	NULL	Cuonzo Martin (21-13)	california	1143	2016	1000967	california	34	6875	890	1931	0	654	1280	1	236	651	0	529	806	1	386	963	1349	430	139	159	419	706	2545	75	1143	2016
4	2016	Big Ten	19	15	1	10	8	1	10	8	81	78	NULL	NULL	NULL	NULL	NULL	Fran McCaffery (19-15)	iowa	1234	2016	1000968	iowa	33	6650	906	2027	0	637	1308	0	269	719	0	480	669	1	392	865	1257	523	223	156	339	538	2561	78	1234	2016
4	2016	AAC	16	16	1	7	11	0	5	5	71	71	NULL	NULL	NULL	NULL	NULL	Fran Dunphy (16-16)	temple	1396	2016	1000969	temple	33	6725	822	2021	0	567	1264	0	255	757	0	368	538	1	371	854	1225	445	173	103	305	535	2267	69	1396	2016
4	2016	Big Ten	24	9	1	12	6	1	13	8	74	68	25	17	NULL	Lost First Round	6	Mark Turgeon (24-9)	maryland	1268	2016	1000970	maryland	36	7225	943	1941	0	676	1202	1	267	739	0	572	745	1	319	969	1288	488	210	194	458	605	2725	76	1268	2016
4	2016	Summit	18	17	1	8	8	1	-2	-1	77	77	NULL	NULL	NULL	Lost First Round	16	T.J. Otzelberger (18-17)	south-dakota-state	1355	2016	1000971	south-dakota-state	34	6800	877	1950	0	622	1235	1	255	715	0	582	783	1	381	898	1279	381	169	84	399	670	2591	76	1355	2016
4	2016	CUSA	31	5	1	17	1	1	10	0	75	64	NULL	NULL	NULL	Lost Second Round	12	Kermit Davis (31-5)	middle-tennessee	1292	2016	1000972	middle-tennessee	35	7025	909	2025	0	630	1309	0	279	716	0	442	718	1	369	914	1283	455	215	123	419	700	2539	73	1292	2016
4	2016	Big Ten	20	15	1	10	8	1	14	11	72	69	12	12	NULL	Lost Second Round	9	Tom Izzo (20-15)	michigan-state	1277	2016	1000973	michigan-state	35	7050	1009	2078	0	688	1339	1	321	739	0	454	623	1	427	1027	1454	719	156	177	406	671	2793	80	1277	2016
4	2016	MVC	14	16	0	9	9	1	1	5	62	64	NULL	NULL	NULL	NULL	NULL	Ben Jacobson (14-16)	northern-iowa	1320	2016	1000974	northern-iowa	36	7275	849	1864	0	551	1068	1	298	796	0	479	633	1	195	896	1091	429	204	94	357	560	2475	69	1320	2016
4	2016	Big 12	11	22	0	4	14	0	11	13	67	69	21	21	NULL	NULL	NULL	Shaka Smart (11-22)	texas	1400	2016	1000975	texas	33	6650	814	1884	0	582	1203	0	232	681	0	495	743	1	363	776	1139	377	167	144	341	688	2355	71	1400	2016
4	2016	ACC	26	10	1	12	6	1	18	10	77	69	NULL	14	14	Lost Second Round	5	Mike Brey (26-10)	notre-dame	1323	2016	1000976	notre-dame	36	7225	972	2042	0	710	1342	1	262	700	0	498	671	1	381	884	1265	480	197	143	359	544	2704	75	1323	2016
4	2016	Big Ten	26	12	1	10	8	1	19	10	75	66	NULL	23	23	Lost Regional Semifinal	7	John Beilein (26-12)	michigan	1276	2016	1000977	michigan	36	7225	947	2048	0	605	1147	1	342	901	0	420	569	1	290	862	1152	537	203	81	348	558	2656	74	1276	2016
4	2016	Big 12	11	20	0	5	13	0	11	13	73	74	NULL	NULL	NULL	NULL	NULL	Lon Kruger (11-20)	oklahoma	1328	2016	1000978	oklahoma	37	7475	1018	2225	0	636	1319	0	382	906	0	530	734	1	407	1011	1418	537	247	188	484	630	2948	80	1328	2016
4	2016	WAC	25	10	1	12	2	1	3	-2	72	64	NULL	NULL	NULL	NULL	NULL	Rod Barnes (25-10)	cal-state-bakersfield	1167	2016	1000979	cal-state-bakersfield	33	6650	875	1939	0	696	1415	0	179	524	0	476	726	1	414	849	1263	516	263	165	405	707	2405	73	1167	2016
4	2016	Pac-12	33	6	1	16	2	1	21	8	79	66	5	4	9	Lost National Semifinal	3	Dana Altman (33-6)	oregon	1332	2016	1000980	oregon	38	7625	1041	2230	0	781	1472	1	260	758	0	648	906	1	442	940	1382	517	275	221	431	675	2990	79	1332	2016
4	2016	Patriot	15	17	0	9	9	1	-5	-4	60	62	NULL	NULL	NULL	NULL	NULL	Bill Carmody (15-17)	holy-cross	1221	2016	1000981	holy-cross	35	7125	775	1879	0	524	1110	0	251	769	0	466	678	1	279	773	1052	480	219	86	386	585	2267	65	1221	2016
4	2016	Southland	18	15	1	12	6	1	-7	-6	69	69	NULL	NULL	NULL	NULL	NULL	Kyle Keller (18-15)	stephen-f-austin	1372	2016	1000982	stephen-f-austin	34	6800	972	2032	0	703	1291	1	269	741	0	515	701	1	405	783	1188	635	310	122	411	700	2728	80	1372	2016
4	2016	Big 12	28	9	1	12	6	1	24	10	82	67	20	7	13	Lost Regional Semifinal	4	Bob Huggins (28-9)	west-virginia	1452	2016	1000983	west-virginia	35	7050	943	2102	0	734	1459	1	209	643	0	654	972	1	558	822	1380	510	343	93	498	819	2749	79	1452	2016
4	2016	A-10	11	20	0	4	14	0	0	4	70	73	NULL	NULL	NULL	NULL	NULL	Phil Martelli (11-20)	saint-josephs	1386	2016	1000984	saint-josephs	36	7225	976	2153	0	725	1386	1	251	767	0	577	806	1	364	1014	1378	534	184	119	355	583	2780	77	1386	2016
4	2016	AAC	30	6	1	16	2	1	18	5	74	61	NULL	11	18	Lost Second Round	6	Mick Cronin (30-6)	cincinnati	1153	2016	1000985	cincinnati	33	6775	851	1980	0	599	1255	0	252	725	0	464	658	1	441	850	1291	508	257	192	363	513	2418	73	1153	2016
4	2016	ACC	19	15	1	10	8	1	14	8	76	71	19	18	NULL	NULL	NULL	Jim Boeheim (19-15)	syracuse	1393	2016	1000986	syracuse	37	7475	884	2080	0	569	1204	0	315	876	0	506	736	1	445	874	1319	493	300	162	440	598	2589	70	1393	2016
4	2016	A-10	24	8	1	15	3	1	13	4	76	66	NULL	NULL	NULL	Lost First Round	7	Archie Miller (24-8)	dayton	1173	2016	1000987	dayton	33	6675	836	1836	0	615	1193	1	221	643	0	500	749	1	327	938	1265	480	196	145	427	626	2393	73	1173	2016
4	2016	SEC	16	15	1	8	10	0	10	8	70	68	NULL	NULL	NULL	NULL	NULL	Billy Kennedy (16-15)	texas-am	1401	2016	1000988	texas-am	37	7500	991	2208	0	710	1384	1	281	824	0	565	841	1	477	984	1461	612	260	133	434	668	2828	76	1401	2016
4	2016	Horizon	18	14	1	12	6	1	-3	-3	80	78	NULL	NULL	NULL	NULL	NULL	Linc Darner (18-14)	green-bay	1453	2016	1000989	green-bay	36	7275	1048	2350	0	793	1620	0	255	730	0	662	1007	1	458	927	1385	501	358	166	441	724	3013	84	1453	2016
4	2016	A-10	26	9	1	14	4	1	12	4	75	67	NULL	NULL	NULL	Lost First Round	10	Will Wade (26-9)	virginia-commonwealth	1433	2016	1000990	virginia-commonwealth	36	7250	1010	2238	0	748	1493	1	262	745	0	499	721	1	447	900	1347	515	309	135	405	706	2781	77	1433	2016
4	2016	Pac-12	5	27	0	1	17	0	-5	6	63	73	NULL	NULL	NULL	NULL	NULL	Wayne Tinkle (5-27)	oregon-state	1333	2016	1000991	oregon-state	32	6400	811	1843	0	593	1256	0	218	587	0	461	687	1	337	765	1102	432	236	106	361	642	2301	72	1333	2016
4	2016	Big East	32	4	1	15	3	1	24	9	77	63	4	1	1	Lost Second Round	1	Jay Wright (32-4)	villanova	1437	2016	1000992	villanova	40	8025	1086	2247	0	739	1288	1	347	959	0	599	766	1	351	1034	1385	637	282	136	440	681	3118	78	1437	2016
4	2016	Big South	23	10	1	15	3	1	1	-6	77	69	NULL	NULL	NULL	NULL	NULL	Nick McDevitt (23-10)	north-carolina-asheville	1421	2016	1000993	north-carolina-asheville	34	6850	898	1973	0	703	1370	1	195	603	0	561	808	1	396	882	1278	422	312	112	444	587	2552	75	1421	2016
4	2016	Big Ten	27	10	1	12	6	1	19	9	72	62	9	7	25	Lost Regional Semifinal	8	Greg Gard (27-10)	wisconsin	1458	2016	1000994	wisconsin	35	7050	816	1917	0	587	1261	0	229	656	0	512	728	1	398	830	1228	400	205	114	386	588	2373	68	1458	2016
4	2016	ACC	16	17	0	4	14	0	9	11	73	75	NULL	NULL	NULL	NULL	NULL	Kevin Stallings (16-17)	pittsburgh	1338	2016	1000995	pittsburgh	33	6650	878	1919	0	674	1330	1	204	589	0	516	686	1	417	840	1257	547	162	121	384	581	2476	75	1338	2016
4	2016	Big East	24	14	1	9	9	1	15	12	75	71	7	7	NULL	Lost Regional Final	11	Chris Mack (24-14)	xavier	1462	2016	1000996	xavier	34	6800	928	2054	0	673	1352	0	255	702	0	626	857	1	436	951	1387	548	246	101	429	678	2737	81	1462	2016
4	2016	Big Sky	20	14	1	12	6	1	-2	-5	80	74	NULL	NULL	NULL	NULL	NULL	Randy Rahe (20-14)	weber-state	1451	2016	1000997	weber-state	35	7100	908	1885	0	617	1100	1	291	785	0	555	821	1	300	996	1296	477	175	119	462	611	2662	76	1451	2016
4	2016	ACC	28	9	1	11	7	1	22	11	81	70	1	1	7	Lost Second Round	2	Mike Krzyzewski (28-9)	duke	1181	2016	1000998	duke	36	7250	983	2136	0	655	1285	1	328	851	0	626	866	1	426	870	1296	478	226	154	354	603	2920	81	1181	2016
4	2016	Ivy	18	11	1	9	5	1	0	-2	74	70	NULL	NULL	NULL	NULL	NULL	James Jones (18-11)	yale	1463	2016	1000999	yale	30	6025	795	1693	0	605	1170	1	190	523	0	468	699	1	407	801	1208	452	170	137	398	530	2248	75	1463	2016
4	2016	WCC	37	2	1	17	1	1	25	4	83	62	14	1	2	Lost National Final	1	Mark Few (37-2)	gonzaga	1211	2016	1001000	gonzaga	36	7225	1011	2081	0	730	1343	1	281	738	0	537	708	1	382	1044	1426	501	184	111	418	623	2840	79	1211	2016
4	2016	Pac-12	20	12	1	11	7	1	12	4	79	68	NULL	NULL	NULL	NULL	NULL	Larry Krystkowiak (20-12)	utah	1428	2016	1001001	utah	36	7300	977	2000	0	704	1254	1	273	746	0	551	764	1	347	988	1335	557	199	149	451	549	2778	77	1428	2016
4	2016	Big Ten	18	16	1	7	11	0	15	8	80	73	11	3	NULL	NULL	NULL	Tom Crean (18-16)	indiana	1231	2016	1001002	indiana	35	7025	1021	2034	1	676	1203	1	345	831	0	504	688	1	414	874	1288	560	239	137	474	647	2891	83	1231	2016
4	2016	SEC	32	6	1	16	2	1	24	10	85	72	2	1	5	Lost Regional Final	2	John Calipari (32-6)	kentucky	1246	2016	1001003	kentucky	36	7275	1028	2149	0	784	1483	1	244	666	0	561	813	1	462	933	1395	512	206	207	389	735	2861	80	1246	2016
4	2016	Big 12	24	11	1	12	6	1	21	12	81	72	24	16	16	Lost Second Round	5	Steve Prohm (24-11)	iowa-state	1235	2016	1001004	iowa-state	35	7075	1087	2159	1	794	1401	1	293	758	0	395	563	1	304	940	1244	577	218	142	398	542	2862	82	1235	2016
4	2016	Sun Belt	15	17	0	6	12	0	-6	-4	68	68	NULL	NULL	NULL	NULL	NULL	Wes Flanigan (15-17)	arkansas-little-rock	1114	2016	1001005	arkansas-little-rock	35	7075	886	1958	0	620	1265	0	266	693	0	449	616	1	324	871	1195	451	230	106	355	640	2487	71	1114	2016
4	2016	Big 12	31	5	1	16	2	1	24	12	83	72	3	1	3	Lost Regional Final	1	Bill Self (31-5)	kansas	1242	2016	1001006	kansas	38	7700	1092	2207	0	788	1479	1	304	728	0	601	843	1	402	1041	1443	604	253	158	478	719	3089	81	1242	2016
4	2016	AAC	16	17	0	9	9	1	7	7	67	66	18	18	NULL	NULL	NULL	Kevin Ollie (16-17)	connecticut	1163	2016	1001007	connecticut	36	7300	944	2078	0	689	1379	1	255	699	0	488	615	1	338	962	1300	489	210	182	385	657	2631	73	1163	2016
4	2016	ACC	21	12	1	10	8	1	14	10	69	64	NULL	25	NULL	Lost First Round	8	Jim Larranaga (21-12)	miami-fl	1274	2016	1001008	miami-fl	35	7025	907	1895	0	666	1252	1	241	643	0	578	772	1	330	877	1207	438	215	127	383	581	2633	75	1274	2016
4	2016	MVC	31	5	1	17	1	1	21	3	81	62	NULL	19	19	Lost Second Round	10	Gregg Marshall (31-5)	wichita-state	1455	2016	1001009	wichita-state	35	7050	867	2023	0	617	1252	0	250	771	0	551	768	1	408	897	1305	489	255	125	346	705	2535	72	1455	2016
4	2016	ACC	33	7	1	14	4	1	25	12	84	71	6	3	6	Won National Final	1	Roy Williams (33-7)	north-carolina	1314	2016	1001010	north-carolina	40	8000	1235	2560	0	1011	1875	1	224	685	0	617	826	1	568	1056	1624	708	269	177	431	718	3311	83	1314	2016
4	2016	Big East	20	13	1	10	8	1	11	8	70	67	NULL	NULL	NULL	Lost First Four	11	Ed Cooley (20-13)	providence	1344	2016	1001011	providence	35	7075	881	2093	0	632	1317	0	249	776	0	566	781	1	402	861	1263	550	229	123	397	591	2577	74	1344	2016
4	2016	ACC	23	11	1	11	7	1	21	11	66	56	8	6	24	Lost Second Round	5	Tony Bennett (23-11)	virginia	1438	2016	1001012	virginia	37	7425	964	1964	0	740	1407	1	224	557	0	474	630	1	323	866	1189	551	199	119	345	596	2626	71	1438	2016
4	2016	Big East	25	9	1	12	6	1	18	10	76	69	NULL	11	21	Lost Regional Semifinal	4	Chris Holtmann (25-9)	butler	1139	2016	1001013	butler	33	6625	918	1969	0	682	1368	0	236	601	0	566	774	1	366	822	1188	468	227	107	335	646	2638	80	1139	2016
4	2016	Big Ten	24	9	1	12	6	1	13	8	74	68	25	17	NULL	Lost First Round	6	Mark Turgeon (24-9)	maryland	1268	2016	1001014	maryland	36	7225	943	1941	0	676	1202	1	267	739	0	572	745	1	319	969	1288	488	210	194	458	605	2725	76	1268	2016
4	2016	Big West	14	16	0	8	8	1	-6	-5	68	68	NULL	NULL	NULL	NULL	NULL	Eran Ganot (14-16)	hawaii	1218	2016	1001015	hawaii	34	6825	893	1946	0	656	1209	1	237	737	0	597	873	1	362	908	1270	525	257	124	443	695	2620	77	1218	2016
4	2016	ACC	26	10	1	12	6	1	18	10	77	69	NULL	14	14	Lost Second Round	5	Mike Brey (26-10)	notre-dame	1323	2016	1001016	notre-dame	36	7225	972	2042	0	710	1342	1	262	700	0	498	671	1	381	884	1265	480	197	143	359	544	2704	75	1323	2016
4	2016	Southland	18	15	1	12	6	1	-7	-6	69	69	NULL	NULL	NULL	NULL	NULL	Kyle Keller (18-15)	stephen-f-austin	1372	2016	1001017	stephen-f-austin	34	6800	972	2032	0	703	1291	1	269	741	0	515	701	1	405	783	1188	635	310	122	411	700	2728	80	1372	2016
4	2016	Big 12	11	20	0	5	13	0	11	13	73	74	NULL	NULL	NULL	NULL	NULL	Lon Kruger (11-20)	oklahoma	1328	2016	1001018	oklahoma	37	7475	1018	2225	0	636	1319	0	382	906	0	530	734	1	407	1011	1418	537	247	188	484	630	2948	80	1328	2016
4	2016	A-10	26	9	1	14	4	1	12	4	75	67	NULL	NULL	NULL	Lost First Round	10	Will Wade (26-9)	virginia-commonwealth	1433	2016	1001019	virginia-commonwealth	36	7250	1010	2238	0	748	1493	1	262	745	0	499	721	1	447	900	1347	515	309	135	405	706	2781	77	1433	2016
4	2016	Pac-12	33	6	1	16	2	1	21	8	79	66	5	4	9	Lost National Semifinal	3	Dana Altman (33-6)	oregon	1332	2016	1001020	oregon	38	7625	1041	2230	0	781	1472	1	260	758	0	648	906	1	442	940	1382	517	275	221	431	675	2990	79	1332	2016
4	2016	A-10	11	20	0	4	14	0	0	4	70	73	NULL	NULL	NULL	NULL	NULL	Phil Martelli (11-20)	saint-josephs	1386	2016	1001021	saint-josephs	36	7225	976	2153	0	725	1386	1	251	767	0	577	806	1	364	1014	1378	534	184	119	355	583	2780	77	1386	2016
4	2016	ACC	19	15	1	10	8	1	14	8	76	71	19	18	NULL	NULL	NULL	Jim Boeheim (19-15)	syracuse	1393	2016	1001022	syracuse	37	7475	884	2080	0	569	1204	0	315	876	0	506	736	1	445	874	1319	493	300	162	440	598	2589	70	1393	2016
4	2016	CUSA	31	5	1	17	1	1	10	0	75	64	NULL	NULL	NULL	Lost Second Round	12	Kermit Davis (31-5)	middle-tennessee	1292	2016	1001023	middle-tennessee	35	7025	909	2025	0	630	1309	0	279	716	0	442	718	1	369	914	1283	455	215	123	419	700	2539	73	1292	2016
4	2016	SEC	16	15	1	8	10	0	10	8	70	68	NULL	NULL	NULL	NULL	NULL	Billy Kennedy (16-15)	texas-am	1401	2016	1001024	texas-am	37	7500	991	2208	0	710	1384	1	281	824	0	565	841	1	477	984	1461	612	260	133	434	668	2828	76	1401	2016
4	2016	MVC	14	16	0	9	9	1	1	5	62	64	NULL	NULL	NULL	NULL	NULL	Ben Jacobson (14-16)	northern-iowa	1320	2016	1001025	northern-iowa	36	7275	849	1864	0	551	1068	1	298	796	0	479	633	1	195	896	1091	429	204	94	357	560	2475	69	1320	2016
4	2016	Big East	32	4	1	15	3	1	24	9	77	63	4	1	1	Lost Second Round	1	Jay Wright (32-4)	villanova	1437	2016	1001026	villanova	40	8025	1086	2247	0	739	1288	1	347	959	0	599	766	1	351	1034	1385	637	282	136	440	681	3118	78	1437	2016
4	2016	Big Ten	19	15	1	10	8	1	10	8	81	78	NULL	NULL	NULL	NULL	NULL	Fran McCaffery (19-15)	iowa	1234	2016	1001027	iowa	33	6650	906	2027	0	637	1308	0	269	719	0	480	669	1	392	865	1257	523	223	156	339	538	2561	78	1234	2016
4	2016	Big Ten	27	10	1	12	6	1	19	9	72	62	9	7	25	Lost Regional Semifinal	8	Greg Gard (27-10)	wisconsin	1458	2016	1001028	wisconsin	35	7050	816	1917	0	587	1261	0	229	656	0	512	728	1	398	830	1228	400	205	114	386	588	2373	68	1458	2016
4	2016	Big East	24	14	1	9	9	1	15	12	75	71	7	7	NULL	Lost Regional Final	11	Chris Mack (24-14)	xavier	1462	2016	1001029	xavier	34	6800	928	2054	0	673	1352	0	255	702	0	626	857	1	436	951	1387	548	246	101	429	678	2737	81	1462	2016
4	2016	Big 12	31	5	1	16	2	1	24	12	83	72	3	1	3	Lost Regional Final	1	Bill Self (31-5)	kansas	1242	2016	1001030	kansas	38	7700	1092	2207	0	788	1479	1	304	728	0	601	843	1	402	1041	1443	604	253	158	478	719	3089	81	1242	2016
4	2016	Big Ten	24	9	1	12	6	1	13	8	74	68	25	17	NULL	Lost First Round	6	Mark Turgeon (24-9)	maryland	1268	2016	1001031	maryland	36	7225	943	1941	0	676	1202	1	267	739	0	572	745	1	319	969	1288	488	210	194	458	605	2725	76	1268	2016
4	2016	Big 12	11	20	0	5	13	0	11	13	73	74	NULL	NULL	NULL	NULL	NULL	Lon Kruger (11-20)	oklahoma	1328	2016	1001032	oklahoma	37	7475	1018	2225	0	636	1319	0	382	906	0	530	734	1	407	1011	1418	537	247	188	484	630	2948	80	1328	2016
4	2016	SEC	16	15	1	8	10	0	10	8	70	68	NULL	NULL	NULL	NULL	NULL	Billy Kennedy (16-15)	texas-am	1401	2016	1001033	texas-am	37	7500	991	2208	0	710	1384	1	281	824	0	565	841	1	477	984	1461	612	260	133	434	668	2828	76	1401	2016
4	2016	Pac-12	33	6	1	16	2	1	21	8	79	66	5	4	9	Lost National Semifinal	3	Dana Altman (33-6)	oregon	1332	2016	1001034	oregon	38	7625	1041	2230	0	781	1472	1	260	758	0	648	906	1	442	940	1382	517	275	221	431	675	2990	79	1332	2016
4	2016	ACC	28	9	1	11	7	1	22	11	81	70	1	1	7	Lost Second Round	2	Mike Krzyzewski (28-9)	duke	1181	2016	1001035	duke	36	7250	983	2136	0	655	1285	1	328	851	0	626	866	1	426	870	1296	478	226	154	354	603	2920	81	1181	2016
4	2016	Big East	32	4	1	15	3	1	24	9	77	63	4	1	1	Lost Second Round	1	Jay Wright (32-4)	villanova	1437	2016	1001036	villanova	40	8025	1086	2247	0	739	1288	1	347	959	0	599	766	1	351	1034	1385	637	282	136	440	681	3118	78	1437	2016
4	2016	ACC	21	12	1	10	8	1	14	10	69	64	NULL	25	NULL	Lost First Round	8	Jim Larranaga (21-12)	miami-fl	1274	2016	1001037	miami-fl	35	7025	907	1895	0	666	1252	1	241	643	0	578	772	1	330	877	1207	438	215	127	383	581	2633	75	1274	2016
4	2016	ACC	33	7	1	14	4	1	25	12	84	71	6	3	6	Won National Final	1	Roy Williams (33-7)	north-carolina	1314	2016	1001038	north-carolina	40	8000	1235	2560	0	1011	1875	1	224	685	0	617	826	1	568	1056	1624	708	269	177	431	718	3311	83	1314	2016
4	2016	Big Ten	18	16	1	7	11	0	15	8	80	73	11	3	NULL	NULL	NULL	Tom Crean (18-16)	indiana	1231	2016	1001039	indiana	35	7025	1021	2034	1	676	1203	1	345	831	0	504	688	1	414	874	1288	560	239	137	474	647	2891	83	1231	2016
4	2016	ACC	26	10	1	12	6	1	18	10	77	69	NULL	14	14	Lost Second Round	5	Mike Brey (26-10)	notre-dame	1323	2016	1001040	notre-dame	36	7225	972	2042	0	710	1342	1	262	700	0	498	671	1	381	884	1265	480	197	143	359	544	2704	75	1323	2016
4	2016	Big Ten	27	10	1	12	6	1	19	9	72	62	9	7	25	Lost Regional Semifinal	8	Greg Gard (27-10)	wisconsin	1458	2016	1001041	wisconsin	35	7050	816	1917	0	587	1261	0	229	656	0	512	728	1	398	830	1228	400	205	114	386	588	2373	68	1458	2016
4	2016	ACC	19	15	1	10	8	1	14	8	76	71	19	18	NULL	NULL	NULL	Jim Boeheim (19-15)	syracuse	1393	2016	1001042	syracuse	37	7475	884	2080	0	569	1204	0	315	876	0	506	736	1	445	874	1319	493	300	162	440	598	2589	70	1393	2016
4	2016	WCC	37	2	1	17	1	1	25	4	83	62	14	1	2	Lost National Final	1	Mark Few (37-2)	gonzaga	1211	2016	1001043	gonzaga	36	7225	1011	2081	0	730	1343	1	281	738	0	537	708	1	382	1044	1426	501	184	111	418	623	2840	79	1211	2016
4	2016	ACC	23	11	1	11	7	1	21	11	66	56	8	6	24	Lost Second Round	5	Tony Bennett (23-11)	virginia	1438	2016	1001044	virginia	37	7425	964	1964	0	740	1407	1	224	557	0	474	630	1	323	866	1189	551	199	119	345	596	2626	71	1438	2016
